리뷰ID,리뷰,평점,평점등록일자,답변,답변등록일자
05db7fd0-a07a-41a8-9eed-8676ad84e982,회원 가입이 안되는데 어떻게 해야하나요? 문의할 수 있는 전화번호 좀 알려주세요,3,9/7/2022 8:00,"안녕하세요, 더헬스입니다.

문의주신 회원가입 과정에서 진행이 안되시는 화면과 현상에 대해
healthcare.sli@samsung.com으로 보내주시면 확인하여 지원드릴 수 있도록 하겠습니다.

감사합니다.",9/19/2022 7:22
2d55e6ae-b089-4873-a9b4-f0fcc10ee238,마음체크가 안떠요,3,9/7/2022 6:10,,
d0354a12-1290-4699-987b-a7ae7b2f55b6,좋아요 사용해 볼만한 것이 꽤 있는듯,5,9/7/2022 1:17,,
87662ce4-65b0-4637-a822-133b68f8bf53,참여코드를 써야. 참여할 수 있을 때가 많고 뭔 임직원만 걷기를 하는지 임직원참여가 많네요 이번에 걷기를 신청하려해도 어디에도 할 수가 없네요. 참여코드를 왜 넣는지 참 그러네요,2,9/5/2022 14:27,,
f902cc14-5dcd-479f-9781-eff2cd741de5,건강관리에 큰도움,5,9/5/2022 6:38,,
d3de0bff-a092-4448-9ed3-498e6ba2a7fb,설치가 안됩니다.,1,9/4/2022 5:03,,
53c0009d-3e4a-4760-baca-26cd048b6b94,"간편하고 ,심신 케어에 도움을 주니 좋습니다.",5,9/3/2022 6:13,,
0b58d4b8-9341-44e6-a216-76afa6554c2f,삼성헬스에서 걷기정보를 불러오지 못해요. 권한창이 떠서 허용해도 계속 반복해서 걷기정보를 불러오지못한다고 뜨고 상성헬스에서 데이터 권한에 더헬스 앱이 보이지않아요,2,9/3/2022 5:00,,
bd68f38b-da11-410d-b981-ffe318363ab9,유용해요,5,8/30/2022 15:13,,
ab15298b-36c9-4bb9-a0f7-4da229de6c06,식단 기록하려는데 사진을 찍어도 분석이 되지 않습니다. 계속 다시 아침점심저녁선택 화면이 되풀이됩니다. 잘 사용중이었는데. 삭제후 재설치해도 해결되지않습니다.,1,8/22/2022 22:28,,
f755846d-a6c4-421f-9216-028227a50d68,좋아요 기록용으로,5,8/20/2022 14:56,,
8e5fe41b-706b-4ee7-8b58-854648aa747b,하루에 많이 걸을 수 있는 계기가 마련됩니다. 적극 추천합니다.,5,8/19/2022 8:36,,
9bb85efa-8824-4166-83e6-94935be22c1c,식단 기록이 편해서 계속 사용중인데 모션운동은 움직임 인식도 잘 안되고 2세트쯤 하면 타이머 정지되고 가이드분 영상도 멈추고 더이상 기록이 되지 않아 사용할 수가 없어요..,3,8/11/2022 11:33,"안녕하세요, 더헬스입니다.

먼저 서비스 이용에 불편을 드려 죄송합니다.
모션운동 진행 도중 네트워크 통신이 원활하지 않거나 데이터 속도가 느릴 경우,
문의주신 현상이 발생할 수 있습니다.
이와 관련하여 현재 개선 작업을 진행 중이며 조속히 완료할 수 있도록 하겠습니다.

감사합니다.",8/16/2022 0:37
fca05e77-3562-4f59-8303-6030184efbf8,해외에서도 이용하고 싶은데 핸드폰 인증을 할수가없네요... 방법이없나요? 카카오톡인증같은거라도...,3,8/10/2022 1:11,"안녕하세요, 더헬스입니다.

현재 더헬스는 본인이 확인된 사용자에 한해 서비스 이용이 가능합니다.
삼성생명 고객이시다면 시작 페이지에서 ""삼성생명 계정으로 시작하기""를 클릭하시어
카카오페이 혹은 공동(공인)인증서를 통해 서비스를 이용하실 수 있으니 참고 부탁드립니다.

감사합니다.",8/16/2022 0:26
077bc1d4-a264-417f-804a-a62799ff8acd,로그인으로 하려는데 2차 인증에서 번호? 그딴거 안오고요 끝까지 한번더 코드보내기를 눌렀지만 변한거? 하나도 없음 그래서 어떻게 하란거죠.....코드는 안오지 별 온갖 방법을 시도해 봐도 응~소용없어 이거고 로그인을 하란건지 말라는 건지.....그래서 별1개 줍니다....뭘 하란건지 말란건지... 암튼 이거 고쳐줬음 합니다,1,8/8/2022 15:15,"안녕하세요, 더헬스 입니다.

말씀주신 2차 인증 관련 내용은
삼성헬스를 설치하시고 로그인하는 과정에서 발생하신 것으로 파악됩니다.

삼성헬스에서 2단계 인증 관련 인증번호 문자가 오지 않을 경우,
'설정' > '삼성계정' 앱 사용 및 업데이트 > '삼성헬스' 인증 재진행 과정을 진행해보시기 바랍니다.
삼성계정 앱이 보이지 않을 경우에는
'설정' > 오른쪽 상단 점3개 선택 > 삼성계정 정보를 클릭하시면 됩니다.
추가로 지원이 필요하신 사항은 언제든 문의 부탁드립니다.

감사합니다.",8/16/2022 0:54
3666c5b3-d99f-46f0-aa1a-29df82019fd5,아따 버그 투성이....,1,8/7/2022 14:28,"안녕하세요, 더헬스입니다.

사용 중 불편사항은 healthcare.sli@samsung.com으로 문의주시면
지원드리도록 하겠습니다.

감사합니다.",8/16/2022 1:35
c1d6574a-0e07-42fd-b8f6-fdaccb165403,사진만으로 식단 칼로리가 나와서 신기하기도하고 유용한 앱입니다.,5,8/3/2022 10:38,,
3c2edd13-75ac-46ff-b623-9b2a6d31fdef,사진을 찍어올리면 칼로리 계산이 되는게 좋네요,4,8/2/2022 14:19,,
b45ff619-f293-49b7-ab4e-5e5c62378a7c,너무 좋아욥,5,8/2/2022 2:28,,
00e76e47-8b56-4e23-acd0-48470449f957,이건 무슨,1,7/26/2022 23:26,,
c9980ae8-5431-4db3-842b-483c5d41db6b,좋아요,4,7/19/2022 5:45,,
7e66a875-ebc2-42b8-a969-1dd0be69f637,삼성헬스는 왜 깔라고 하는지 의문....별 도움도 안되고 탈퇴하고 싶은데 탈퇴 기능도 없음;;,1,7/4/2022 23:06,"안녕하세요, 더헬스 입니다.

더헬스에서는 걸음수 서비스 제공을 위해 삼성헬스 연동이 필요합니다.
걸음수 데이터를 활용한 걷기서비스와 챌린지 외에는 다른 기능들을 이용하실 수 있고,
회원탈퇴는 '전체메뉴' > '마이페이지' > '내정보 관리' 페이지에서 진행 가능하오니
참고 부탁드립니다.

감사합니다.",8/16/2022 1:40
1d11364d-89c6-4074-bb61-c04e8d666872,"아무도 꾸준히 사용하지 않을 앱. 심지어 개발자도, 기획자도 안쓰고 있을 앱",1,6/30/2022 13:59,,
413df3df-4d7f-4f26-9973-c903f757573e,모션운동으로 쉽게 따라 할 수 있어 좋은거 같아요~ 근데 운동 컨텐츠가 더 많았으면 좋겠어요... 그리고 리워드랑 챌린지도 있으면 좀 더 적극적으로 하지 않을까 싶네요...,5,6/25/2022 14:12,,
63d9ab43-acdd-45d7-ac9b-ef69e9780f9c,식단 관리 제대로 할 수 있어요 굿굿 👍,5,6/23/2022 8:32,,
14b88342-276a-41dd-be69-241d8d05df36,아주 조아요~~,5,6/22/2022 5:23,,
275a021f-8b3f-4ccd-80be-6642ec88b96a,리워드 왜 안주나요,5,6/21/2022 10:35,,
0eb4caf1-b8e3-47b0-9a29-5f2fdce767c5,굿,5,6/20/2022 8:07,,
47d441d7-e7c0-44dc-b2af-4a690da89206,조아여,5,6/17/2022 13:47,,
016ae3c4-94e8-49c0-8eab-2409524a7225,포카머니 주세요 하라는대로 다했는데 장난치세요? 포카치시는분들 깔지마세요 낚시입니다 후후,1,6/14/2022 13:22,"안녕하세요, 더헬스를 이용해주셔서 감사드립니다.

포인트 관련 부분은 참여하신 충전소에 문의하시면 확인 및 안내드릴 예정이라고 합니다.
앞으로도 고객님의 건강에 건강을 더하는 더헬스가 되겠습니다.

감사합니다.",6/21/2022 8:28
8c40e248-39bc-459c-b1b7-7d584738f605,너무 좋습니다 감사합니다,5,6/12/2022 7:03,"안녕하세요, 더헬스를 이용해주셔서 감사드립니다.

보다 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다.

감사합니다.",6/13/2022 4:54
bd2489de-6514-40f5-8dc1-6bed7afdfa25,깔고 가입하려는데 권한 확인창만 계속뜹니다.다 허용했는데도 그러네요,4,6/11/2022 21:50,"안녕하세요, 더헬스를 이용해주셔서 감사드립니다.

해당 현상이 계속되실 경우 화면 캡쳐 등을 포함하시어
healthcare.sli@partner.samsung.com으로 보내주시면 확인 후 지원드릴 수 있도록 하겠습니다.

감사합니다.",6/13/2022 0:52
6ae5bff9-e1ab-4ed4-99a2-6175ac7285db,포인트 준다고 가입했는데 포인트 안들어오네요,1,6/11/2022 3:20,"안녕하세요, 더헬스를 이용해주셔서 감사드립니다.

포인트 관련 부분은 참여하신 충전소에 문의하시면 확인 및 안내드릴 예정이라고 합니다.
앞으로도 고객님의 건강에 건강을 더하는 더헬스가 되겠습니다.

감사합니다.",6/14/2022 1:52
407e4ce3-a867-42ed-9c76-60508e954dbe,좋아 좋아,3,6/10/2022 11:37,"안녕하세요, 더헬스를 이용해주셔서 감사드립니다.

보다 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다.

감사합니다.",6/13/2022 4:55
ac9de10c-26b2-4fda-8d9e-0d431e86c638,안열림,1,6/10/2022 9:42,"안녕하세요, 더헬스를 이용해주셔서 감사드립니다.

불편을 겪고 계신 부분에 대하여 캡쳐 화면이나 구체적인 현상을
healthcare.sli@partner.samsung.com으로 보내주시면 확인 후 지원드릴 수 있도록 하겠습니다.

감사합니다.",6/13/2022 2:24
d00f143c-defe-4b43-8ca9-7a985620701a,운동하다 도중에 멈추고 기본운동 5~6가지 따라하면 1~2가지 하면 나머지는 멈추고 안해요 도중에 운동을 멈추게되요 ㅠ 매일매일 반복됩니다,2,6/8/2022 8:15,"안녕하세요, 더헬스를 이용해주셔서 감사드립니다.

일부 단말에서 해당 현상이 있는 것을 확인하여 현재 개선 작업을 진행 중입니다.
이용하심에 불편함이 없도록 조속히 처리하도록 하겠습니다.

감사합니다.",6/13/2022 7:57
4a70b0a5-4f04-4d59-8f06-58a9236dce38,ㄱ. 세. ㅛ,1,5/11/2022 7:30,"안녕하세요, 더헬스를 이용해주셔서 감사드립니다.

보다 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다.

감사합니다.",6/13/2022 7:57
8d6953cf-2bf7-403a-aa02-565c17c8e3c5,좋아요,5,5/11/2022 0:51,"안녕하세요, 더헬스를 이용해주셔서 감사드립니다.

보다 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다.

감사합니다.",6/13/2022 5:01
66ee1c13-b31e-40d9-bb15-3e104f6657bd,"남여/연령대/상하체別 권장운동량 컨텐츠가 유익하고 신선하네요 칼로리/걷기/운동 등 항목별 리포트 기능도 도움되고, 챌린지도 심플하게 잘 되어있네요",5,5/10/2022 8:20,"안녕하세요, 더헬스를 이용해주셔서 감사드립니다.

보다 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다.

감사합니다.",6/13/2022 7:58
15cb798d-3781-4e0c-8af1-2f5ca922e77f,되게 실용적이네요. 여타 헬스케어앱보다 훨씬 신선한 기능들이 많아 좋습니다. 특히 식단분석은 너무너무 유용하고 좋은거 같아요!,5,5/6/2022 8:51,"안녕하세요, 더헬스를 이용해주셔서 감사드립니다.

보다 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다.

감사합니다.",6/13/2022 7:59
d4afee85-e661-49eb-8348-73a18d790611,깔고싶은데 안깔립니다 어찌해야하나용?,5,5/6/2022 5:49,,
339b3785-69a3-4c59-9f2d-ef4f39538760,식사내역을 사진으로 찍어서 기록하고 칼로리까지 계산해주니 너무 편리하고 좋아요. 화면 구성도 심플하네요,5,5/4/2022 5:48,"안녕하세요, 더헬스를 이용해주셔서 감사드립니다.

보다 더 나은 서비스를 제공할 수 있도록 항상 노력하겠습니다.

감사합니다.",6/13/2022 8:00
32092472-c71d-42ba-9d10-d4ef1a6f4e7d,"사진을 찍음 칼로리 계산을 해 줘서 넘 좋으네요 운동에서 수동기록으로 탁구 테니스 배트민턴 운동종목, 운동시간 을 입력해서 칼로리 계산됨 혁신적일것같아요",4,4/23/2022 12:43,,
e8cd66f6-62c7-4785-9f84-f31e0dec2e01,굿. 잘 사용할께요,5,4/21/2022 0:45,,
6446c478-d55d-4d35-adec-1cd9935c3702,사용하기 편리합니다. 식단작성시 ux가 더 개선되면 좋겠습니다.,5,4/19/2022 1:39,,
f102ed0b-b086-42d4-ade2-8e8cb09616f9,깔아달라고 난리를쳐대서 깔긴했는데 색다른게 하나도없네요,1,4/14/2022 8:55,,
34fd4029-d202-4fb8-af2d-16e6018ccba0,식사기록이 너무 편리하고 좋아요. 추천 식단도 주문할 수 있구요!,5,4/14/2022 8:48,,
bf35e7dd-8486-4f75-a0c8-5e9b53270653,점메추 좋네요.ㅎ 취향 반영... 운동리스트 직접 만드는것도 괜찮고... 계속 무료 맞죠?,5,4/14/2022 7:29,,
1d16ba24-068f-4fc3-b989-015d48be54bd,운동 종류도 많고 스쿼트같이 자주하는 운동들을 플레이리스트처럼 직접 만들 수 있어서 좋네요ㅎㅎ,5,4/13/2022 6:32,,
6a3e9961-b444-413b-8f7b-509f01e798de,먹은 음식 정보가 기록되니 좋네요.,5,4/13/2022 0:51,,
a3410222-29c3-4f78-a95e-3eb905afba71,"걷기 모션 인식 운동, 식사 관리, 명상 요가 컨텐츠 등 정말 좋아요~",5,4/12/2022 22:18,,
490c946a-a8e1-4848-bb7c-f1b0c5df22ee,걸음수가 자동으로 연동되고 좋네요 자주 쓸것 같습니다,5,4/11/2022 23:23,,
c40dcbd1-e268-4047-8f0b-3e1b18399db9,깔끔하고 기능이 많네요!!,5,4/11/2022 23:13,,
e35367d2-76c2-4ea5-bc39-2a67cbfc6ad7,이거 하나만 잘 사용해도 건강한 습관들이 차곡차곡 쌓이겠어요,5,4/11/2022 23:06,,
e25dda09-d32f-4c29-a230-c21407c507da,사용하기 편하네요,5,4/11/2022 15:56,,
0ebb269e-6dec-48d9-bac1-370f11628971,모션운동 신기하다 재밌다,5,4/11/2022 9:42,,
896def40-aa7c-4faf-aac5-54dbe13dbbcd,앱 괜찮네요. 운동 식단 정신건강 다 모여있어서 좋습니다. 모션운동에 게임요소나 리워드 있다면 더 동기부여 되서 재미있게 쓸 수 있을 것 같아요.,5,4/11/2022 7:48,,
85d6627d-acb7-4b35-b7a9-b84d7ed4aff1,음식 칼로리 보여주는 기능이 인상 깊네요. 엄지 척입니다.,5,4/11/2022 5:49,,
db897269-001e-4bb7-96f5-b96df30d039c,음식사진만 찍으면 칼로리로 계산되서 하루 섭취량을 너무 쉽게 알 수 있어 좋아요. 디자인도 세련되고 깔끔해서 자주 쓸 것 같습니다.,5,4/11/2022 5:46,,
bf8c783b-d032-438c-9f74-5fef87702c85,빠르게 구동이 되어 좋은 거 같습니다,5,4/11/2022 5:39,,
44aebf9c-a338-40d1-b995-4110c7561ac4,식사 메뉴를 사진으로 찍으면 자동으로 섭취칼로리를 계산해주네요. 아주 정확하네요. 내 운동 동작을 인식해서 알려주는 기능도 유용하구요. 굿굿~~!!,5,4/11/2022 4:50,,
7d341ba2-7d18-4d16-bc4a-80de7663f0ec,운동 식이 마음건강 등 서비스 구분이 명확하고 기능들도 좋네요,5,4/9/2022 12:16,,
7dc74379-7085-4f72-b7a4-2722eecea69c,좋아요.역시 삼성생명!,5,4/8/2022 9:09,,
032c8406-90dc-4033-9446-342d9a87b864,같이 하고싶은 헬스케어서비스가 다있네요.굿잡.벌써 건강이 좋아지는 느낌! 와우!,5,4/8/2022 2:37,,
5c16c26a-c7b1-434e-8adc-8a9810c9708b,영문이름은 등록이 안되네요,3,4/8/2022 0:20,"안녕하세요, 더헬스를 이용해주셔서 감사드립니다.

휴대폰 본인인증시 영문이름의 경우에는
외국인등록증에 표기된 성명을 띄어쓰기없이 대문자로 입력하시면 정상 인증이 가능합니다.

사용하시며 추가 문의사항이 있으시면
healthcare.sli@partner.samsung.com으로
언제든 연락 부탁드립니다.

감사합니다.
더헬스 드림
",4/8/2022 2:00
74a6bec5-084b-4991-bae5-e7b7136e51d1,건강 챙길 의지만 있다면 정말 도움되는 앱!,5,4/7/2022 12:06,,
dcbdae6c-196f-4451-900a-0ea8908da5a1,건간관리가 잘됩니다,5,4/7/2022 11:27,,
6307f52b-b025-48c0-bf09-e39f905e555f,너무 좋아요 운동 되네요,5,4/7/2022 11:26,,
1b136ac2-03b4-4b29-84f0-6e66ed77222d,디자인이 깔끔하고 좋네요 건강에 도움이 많이 될 듯,5,4/7/2022 11:11,,
